Employee Checkin,Ажилтны бүртгэл,
Log Type,Бүртгэлийн төрөл,
OUT,ГАРСАН,
Location / Device ID,Байршил / Төхөөрөмжийн ID,
Skip Auto Attendance,Автомат ирцийг алгасах,
Shift Start,Shift Start,
Shift End,Шилжилтийн төгсгөл,
Shift Actual Start,Бодит эхлэлийг шилжүүлэх,
Shift Actual End,Бодит төгсгөлийг шилжүүлэх,
Default Salary Structure,Өгөгдмөл цалингийн бүтэц,
Employee Health Insurance,Ажилтны эрүүл мэндийн даатгал,
Health Insurance Name,Эрүүл мэндийн даатгалын нэр,
Employee Incentive,Ажилчдын урамшуулал,
Incentive Amount,Урамшууллын хэмжээ,
Employee Onboarding,Ажилтныг элсүүлэх,
Notify users by email,Хэрэглэгчдэд имэйлээр мэдэгдэх,
Employee Onboarding Template,Ажилтны ажилд авах загвар,
Employee Other Income,Ажилтны бусад орлого,
Employee Promotion,Ажилтны албан тушаал ахих,
Promotion Date,Сурталчилгааны огноо,
Employee Promotion Details,Ажилтны албан тушаал ахих тухай мэдээлэл,
Employee Property History,Ажилчдын өмчийн түүх,
Employee Separation,Ажилтныг тусгаарлах,
Employee Separation Template,Ажилтныг тусгаарлах загвар,
Exit Interview Summary,Ярилцлагын хураангуй,
Employee Skill,Ажилчдын ур чадвар,
Proficiency,Ур чадвар,
Evaluation Date,Үнэлгээний огноо,
Employee Skill Map,Ажилчдын ур чадварын зураг,
Employee Skills,Ажилчдын ур чадвар,
Trainings,Сургалтууд,
Employee Tax Exemption Category,Ажилтны татвараас чөлөөлөх ангилал,
Max Exemption Amount,Чөлөөлөлтийн дээд хэмжээ,
Employee Tax Exemption Declaration,Ажилтны татвараас чөлөөлөх тухай мэдэгдэл,
Declarations,Тунхаглал,
Total Declared Amount,Нийт мэдүүлсэн дүн,
Total Exemption Amount,Чөлөөлөлтийн нийт дүн,
Employee Tax Exemption Declaration Category,Ажилтны татвараас чөлөөлөх тухай мэдүүлгийн ангилал,
Exemption Sub Category,Чөлөөлөлтийн дэд ангилал,
Exemption Category,Чөлөөлөлтийн ангилал,
Maximum Exempted Amount,Чөлөөлөгдсөн дээд хэмжээ,
Declared Amount,Зарласан дүн,
Employee Tax Exemption Proof Submission,Ажилтны татвараас чөлөөлөгдсөн тухай нотлох баримтыг ирүүлэх,
Submission Date,Оруулсан огноо,
Tax Exemption Proofs,Татвараас чөлөөлөх тухай баримтууд,
Total Actual Amount,Нийт бодит дүн,
Employee Tax Exemption Proof Submission Detail,Ажилтны татвараас чөлөөлөгдсөнийг нотлох баримтын дэлгэрэнгүй мэдээлэл,
Maximum Exemption Amount,Чөлөөлөлтийн дээд хэмжээ,
Type of Proof,Нотлох баримтын төрөл,
Actual Amount,Бодит дүн,
Employee Tax Exemption Sub Category,Ажилтны татвараас чөлөөлөх дэд ангилал,
Tax Exemption Category,Татвараас чөлөөлөх ангилал,
Employee Training,Ажилтны сургалт,
Training Date,Сургалтын огноо,
Employee Transfer,Ажилтныг шилжүүлэх,
Transfer Date,Шилжүүлгийн огноо,
Employee Transfer Details,Ажилтныг шилжүүлэх дэлгэрэнгүй мэдээлэл,
Employee Transfer Detail,Ажилтныг шилжүүлэх дэлгэрэнгүй мэдээлэл,
Re-allocate Leaves,Навчийг дахин хуваарилах,
Create New Employee Id,Шинэ ажилтны ID үүсгэх,
New Employee ID,Шинэ ажилтны үнэмлэх,
HR-EXP-.YYYY.-,HR-EXP-.YYYY.-,
Expense Taxes and Charges,"Зардлын татвар, хураамж",
Total Sanctioned Amount,Шийтгэлийн нийт дүн,
Total Advance Amount,Урьдчилгаа нийт дүн,
Total Claimed Amount,Нэхэмжлэгдсэн нийт дүн,
Total Amount Reimbursed,Нөхөн олгосон нийт дүн,
Vehicle Log,Тээврийн хэрэгслийн бүртгэл,
Employees Email Id,Ажилчдын цахим шуудангийн дугаар,
More Details,Илүү дэлгэрэнгүй мэдээллийг,
Expense Claim Account,Зардлын нэхэмжлэлийн данс,
Expense Claim Advance,Зардлын нэхэмжлэлийн урьдчилгаа,
Expense Claim Detail,Зардлын нэхэмжлэлийн дэлгэрэнгүй,
Expense Date,Зардлын огноо,
Expense Claim Type,Зардлын нэхэмжлэлийн төрөл,
HR Settings,Хүний нөөцийн тохиргоо,
Employee Settings,Ажилтны тохиргоо,
Expense Approver Mandatory In Expense Claim,Зардлын батламжлагч Зардлын нэхэмжлэлд заавал байх ёстой,
Payroll Settings,Цалингийн тохиргоо,
Leave,Орхих,
Max working hours against Timesheet,Цагийн хүснэгттэй харьцуулахад хамгийн их ажлын цаг,
Include holidays in Total no. of Working Days,Амралтын өдрүүдийг нийт тоонд оруулна. Ажлын өдрүүдийн тухай,
"If checked, Total no. of Working Days will include holidays, and this will reduce the value of Salary Per Day",Хэрэв шалгасан бол Нийт дугаар. Ажлын өдрүүдэд амралтын өдрүүд багтах бөгөөд энэ нь өдрийн цалингийн үнэ цэнийг бууруулна,
"If checked, hides and disables Rounded Total field in Salary Slips","Хэрэв чагтсан бол Цалингийн хуудасны дугуйрсан нийт талбарыг нууж, идэвхгүй болгоно",
The fraction of daily wages to be paid for half-day attendance,Хагас өдрийн ирцэд төлөх өдрийн цалингийн хэсэг,
Email Salary Slip to Employee,Цалингийн хуудсыг ажилтан руу имэйлээр илгээнэ үү,
Emails salary slip to employee based on preferred email selected in Employee,Ажилтны сонгосон имэйлд үндэслэн цалингийн хуудсыг ажилчид руу илгээнэ,
Encrypt Salary Slips in Emails,Цалингийн хуудсыг цахим шуудангаар шифрлэх,
"The salary slip emailed to the employee will be password protected, the password will be generated based on the password policy.",Ажилтан руу илгээсэн цалингийн хуудас нь нууц үгээр хамгаалагдсан байх бөгөөд нууц үгийн бодлогод үндэслэн нууц үг үүсгэгдэнэ.,
Password Policy,Нууц үгийн бодлого,
<b>Example:</b> SAL-{first_name}-{date_of_birth.year} <br>This will generate a password like SAL-Jane-1972,<b>Жишээ нь:</b> SAL-{first_name}-{date_of_birth.year} <br>Энэ нь SAL-Jane-1972 шиг нууц үг үүсгэх болно,
Leave Approval Notification Template,Зөвшөөрлийн мэдэгдлийн загварыг үлдээнэ үү,
Leave Status Notification Template,Статусын мэдэгдлийн загварыг орхи,
Role Allowed to Create Backdated Leave Application,Хугацаа хоцрогдсон чөлөөний програм үүсгэхийг зөвшөөрсөн үүрэг,
Leave Approver Mandatory In Leave Application,Өргөдөл гаргахдаа зөвшөөрөл авагчийг заавал үлдээх хэрэгтэй,
Show Leaves Of All Department Members In Calendar,Календарт тэнхимийн бүх гишүүдийн навчийг харуулах,
Auto Leave Encashment,Автоматаар гарах орлого,
Hiring Settings,Ажилд авах тохиргоо,
Check Vacancies On Job Offer Creation,Ажлын санал бий болгох талаар сул орон тоог шалгана уу,
Identification Document Type,Тодорхойлох баримт бичгийн төрөл,
Effective from,-аас хүчинтэй,
Allow Tax Exemption,Татвараас чөлөөлөхийг зөвшөөрөх,
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.",Хэрэв идэвхжүүлсэн бол орлогын албан татварыг тооцохдоо Татвараас чөлөөлөх тухай мэдэгдлийг авч үзнэ.,
Standard Tax Exemption Amount,Татвараас чөлөөлөх стандарт хэмжээ,
Taxable Salary Slabs,Татвар ногдох цалингийн хавтан,
Taxes and Charges on Income Tax,"Орлогын албан татвар, хураамж",
Other Taxes and Charges,"Бусад татвар, хураамж",
Income Tax Slab Other Charges,Орлогын татварын хавтан Бусад хураамж,
Min Taxable Income,Татвар ногдох хамгийн бага орлого,
Max Taxable Income,Хамгийн их татвар ногдуулах орлого,
Applicant for a Job,Ажилд орох өргөдөл гаргагч,
Job Opening,Нээлттэй ажлын байр,
Cover Letter,Cover Letter,
Resume Attachment,Хавсралтыг үргэлжлүүлэх,
Job Applicant Source,Ажил горилогчийн эх сурвалж,
Applicant Email Address,Өргөдөл гаргагчийн имэйл хаяг,
Awaiting Response,Хариулт хүлээж байна,
Job Offer Terms,Ажлын санал болгох нөхцөл,
Select Terms and Conditions,Нөхцөлүүдийг сонгоно уу,
Job Offer Term,Ажлын санал болгох хугацаа,
Offer Term,Санал болгох хугацаа,
Value / Description,Үнэ цэнэ / Тайлбар,
Description of a Job Opening,Нээлтийн ажлын байрны тодорхойлолт,
Staffing Plan,Боловсон хүчний төлөвлөгөө,
Planned number of Positions,Төлөвлөсөн албан тушаалын тоо,
"Job profile, qualifications required etc.","Ажлын профайл, шаардагдах ур чадвар гэх мэт.",
HR-LAL-.YYYY.-,HR-LAL-.YYYY.-,
New Leaves Allocated,Шинэ навч хуваарилагдсан,
Add unused leaves from previous allocations,Өмнөх хуваарилалтаас ашиглагдаагүй навчийг нэмнэ,
Unused leaves,Ашиглагдаагүй навч,
Total Leaves Allocated,Нийт хуваарилагдсан навч,
Total Leaves Encashed,Бэлэн болсон нийт навч,
Leave Period,Амрах хугацаа,
Carry Forwarded Leaves,Ургасан навчийг авч явах,
Apply / Approve Leaves,Навч хэрэглэх / батлах,
HR-LAP-.YYYY.-,HR-LAP-.YYYY.-,
Leave Balance Before Application,Өргөдөл гаргахын өмнө үлдэгдэлээ үлдээнэ үү,
Total Leave Days,Нийт амралтын өдрүүд,
Leave Approver Name,Зөвшөөрөгчийн нэрийг үлдээнэ үү,
Follow via Email,Имэйлээр дагаарай,
Block Holidays on important days.,Чухал өдрүүдэд амралтын өдрүүдийг хоригло.,
Leave Block List Name,Блок жагсаалтын нэрийг үлдээнэ үү,
Applies to Company,Компанид хамаарна,
"If not checked, the list will have to be added to each Department where it has to be applied.",Хэрэв шалгаагүй бол уг жагсаалтыг хэрэглэх хэлтэс бүрт нэмэх шаардлагатай.,
Block Days,Блок өдрүүд,
Stop users from making Leave Applications on following days.,Дараагийн өдрүүдэд хэрэглэгчдийг Өргөдөл гаргахыг зогсооно уу.,
Leave Block List Dates,Блоклох огноог орхи,
Allow Users,Хэрэглэгчдийг зөвшөөрөх,
Allow the following users to approve Leave Applications for block days.,Дараах хэрэглэгчдэд блокийн өдрүүдээр өргөдөл гаргахыг зөвшөөрөхийг зөвшөөрнө үү.,
Leave Block List Allowed,Блокийн жагсаалтаас гарахыг зөвшөөрсөн,
Leave Block List Allow,Блокийн жагсаалтаас гарахыг зөвшөөрөх,
Allow User,Хэрэглэгчийг зөвшөөрөх,
Leave Block List Date,Блокийн жагсаалтаас гарах огноо,
Block Date,Блоклох огноо,
Leave Control Panel,Хяналтын самбараас гарна уу,
Employment Type (optional),Ажлын төрөл (заавал биш),
Branch (optional),Салбар (заавал биш),
Department (optional),хэлтэс (заавал биш),
Designation (optional),Тэмдэглэл (заавал биш),
Employee Grade (optional),Ажилтны зэрэг (заавал биш),
Employee (optional),Ажилтан (заавал биш),
Allocate Leaves,Навч хуваарилах,
Carry Forward,Урагш хийх,
Please select Carry Forward if you also want to include previous fiscal year's balance leaves to this fiscal year,"Хэрэв та өмнөх санхүүгийн жилийн үлдэгдлийг энэ санхүүгийн жилд оруулахыг хүсвэл ""Урагшлах"" гэснийг сонгоно уу",
New Leaves Allocated (In Days),Хуваарилсан шинэ навч (өдөрөөр),
Leave Balance,Үлдэгдэл үлдээх,
Encashable days,Бэлэн мөнгө авах боломжтой өдрүүд,
Encashment Amount,Бэлэн мөнгөний хэмжээ,
Leave Ledger Entry,Бүртгэлийн бүртгэлийг орхи,
Transaction Name,Гүйлгээний нэр,
Is Carry Forward,Урагшаа урагшлуулах,
Is Expired,Хугацаа дууссан,
Is Leave Without Pay,Цалингүй чөлөө,
Holiday List for Optional Leave,Нэмэлт чөлөө авах амралтын жагсаалт,
Leave Allocations,Хуваарилалтаа орхи,
Leave Policy Details,Бодлогын дэлгэрэнгүйг үлдээнэ үү,
Leave Policy Detail,Бодлогын дэлгэрэнгүйг үлдээнэ үү,
Annual Allocation,Жилийн хуваарилалт,
Leave Type Name,Төрөл нэрээ үлдээнэ үү,
Applicable After (Working Days),(Ажлын өдрүүд) дараа хэрэглэх боломжтой,
Is Optional Leave,Нэмэлт чөлөө,
Allow Negative Balance,Сөрөг үлдэгдлийг зөвшөөрөх,
Include holidays within leaves as leaves,Навч доторх амралтын өдрүүдийг навч болгон оруулаарай,
Is Compensatory,Нөхөн олговортой,
Maximum Carry Forwarded Leaves,Хамгийн их зөөвөрлөгдсөн навч,
Expire Carry Forwarded Leaves (Days),Дуусах хугацаа нь зөөвөрлөгдсөн навч (өдөр),
Calculated in days,Өдөрт тооцсон,
Encashment,Бэлэн мөнгө авах,
Allow Encashment,Бэлэн мөнгө авахыг зөвшөөрөх,
Encashment Threshold Days,Бэлэн мөнгө авах босго өдрүүд,
Earned Leave,Чөлөө авсан,
Is Earned Leave,Чөлөө авсан,
Earned Leave Frequency,Олсон чөлөө авах давтамж,
Rounding,Дугуйлах,
Payroll Employee Detail,Ажилчдын цалингийн дэлгэрэнгүй мэдээлэл,
Payroll Frequency,Цалингийн давтамж,
Fortnightly,Хоёр долоо хоног тутам,
Bimonthly,Хоёр сар тутам,
Employees,Ажилчид,
Number Of Employees,Ажиллагсдын тоо,
Employee Details,Ажилтны дэлгэрэнгүй мэдээлэл,
Validate Attendance,Ирцийг баталгаажуулах,
Salary Slip Based on Timesheet,Цагийн хуудас дээр үндэслэн цалингийн хуудас,
Deduct Tax For Unclaimed Employee Benefits,Нэхэмжлэлгүй ажилчдын тэтгэмжийн татварыг хас,
Deduct Tax For Unsubmitted Tax Exemption Proof,Татвараас чөлөөлөгдөөгүй нотлох баримтын хувьд татварыг хасна,
Select Payment Account to make Bank Entry,Төлбөрийн дансыг сонгон Банкны бичилт хийх,
Salary Slips Created,Цалингийн хуудас үүсгэсэн,
Salary Slips Submitted,Цалингийн хуудас ирүүлсэн,
Payroll Periods,Цалингийн хугацаа,
Payroll Period Date,Цалингийн хугацаа,
Purpose of Travel,Аяллын зорилго,
Retention Bonus,Хадгалах урамшуулал,
Bonus Payment Date,Бонус төлөх огноо,
Bonus Amount,Урамшууллын хэмжээ,
Depends on Payment Days,Төлбөрийн өдрүүдээс хамаарна,
Is Tax Applicable,Татвар хэрэглэх боломжтой,
Variable Based On Taxable Salary,Татвар ногдох цалин дээр суурилсан хувьсагч,
Exempted from Income Tax,Орлогын албан татвараас чөлөөлөгдсөн,
Round to the Nearest Integer,Хамгийн ойрын бүхэл тоо руу дугуйлна,
Statistical Component,Статистикийн бүрэлдэхүүн хэсэг,
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Сонгосон тохиолдолд энэ бүрэлдэхүүн хэсэгт заасан эсвэл тооцсон утга нь орлого, суутгалд нэмэр болохгүй. Гэсэн хэдий ч түүний үнэ цэнийг нэмж эсвэл хасаж болох бусад бүрэлдэхүүн хэсгүүдээс иш татаж болно.",
Do Not Include in Total,Нийтэд бүү оруул,
Flexible Benefits,Уян хатан ашиг тус,
Is Flexible Benefit,Уян хатан ашиг тустай,
Max Benefit Amount (Yearly),Тэтгэмжийн дээд хэмжээ (жил бүр),
Only Tax Impact (Cannot Claim But Part of Taxable Income),"Зөвхөн татварын нөлөөлөл (Нэхэмжлэх боломжгүй, харин татвар ногдох орлогын нэг хэсэг)",
Create Separate Payment Entry Against Benefit Claim,Тэтгэмжийн нэхэмжлэлийн эсрэг тусдаа төлбөрийн бичилт үүсгэх,
Amount based on formula,Томъёонд үндэслэсэн хэмжээ,
Formula,Томъёо,
Salary Detail,Цалингийн дэлгэрэнгүй,
Component,Бүрэлдэхүүн хэсэг,
Do not include in total,Нийтдээ оруулахгүй,
Default Amount,Өгөгдмөл дүн,
Additional Amount,Нэмэлт дүн,
Tax on flexible benefit,Уян хатан тэтгэмжийн татвар,
Tax on additional salary,Нэмэлт цалингийн татвар,
Salary Structure,Цалингийн бүтэц,
Working Days,Ажлын өдрүүд,
Salary Slip Timesheet,Цалингийн хуудас,
Earnings,Орлого,
Deductions,Суутгал,
Total in words,Нийт үгээр,
Salary Component for timesheet based payroll.,Цагийн хүснэгтэд суурилсан цалингийн бүрэлдэхүүн хэсэг.,
Leave Encashment Amount Per Day,Өдөрт бэлэн мөнгөний хэмжээг үлдээнэ үү,
Max Benefits (Amount),Хамгийн их ашиг (хэмжээ),
Salary breakup based on Earning and Deduction.,"Орлого, суутгал дээр үндэслэн цалингийн хуваагдал.",
Total Earning,Нийт орлого,
Salary Structure Assignment,Цалингийн бүтцийн даалгавар,
Shift Assignment,Шилжилтийн даалгавар,
Shift Type,Шилжилтийн төрөл,
Shift Request,Шилжүүлэх хүсэлт,
Enable Auto Attendance,Автомат ирцийг идэвхжүүлэх,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,"Энэ ээлжинд томилогдсон ажилчдын ирцийг ""Ажилтны бүртгэл""-д үндэслэн тэмдэглээрэй.",
Auto Attendance Settings,Автомат ирцийн тохиргоо,
Determine Check-in and Check-out,"Бүртгүүлэх, гарах хугацааг тодорхойлох",
Alternating entries as IN and OUT during the same shift,Нэг ээлжийн үед IN болон OUT гэж ээлжлэн оруулах,
Strictly based on Log Type in Employee Checkin,Ажилтны бүртгэл дэх бүртгэлийн төрөлд хатуу үндэслэсэн,
Working Hours Calculation Based On,Үндэслэн ажлын цагийн тооцоо,
First Check-in and Last Check-out,"Эхний бүртгэл, сүүлчийн бүртгэл",
Every Valid Check-in and Check-out,"Хүчин төгөлдөр бүртгэл, гарах бүр",
Begin check-in before shift start time (in minutes),Ээлж эхлэхээс өмнө бүртгүүлж эхлэх (минутаар),
The time before the shift start time during which Employee Check-in is considered for attendance.,Ажилчдын бүртгэлийг ирцэнд тооцсон ээлж эхлэхээс өмнөх цаг.,
Allow check-out after shift end time (in minutes),Ээлж дуусах цагийн дараа гарахыг зөвшөөрөх (минутаар),
Time after the end of shift during which check-out is considered for attendance.,"Ээлж дууссанаас хойшхи цаг, энэ хугацаанд гарахыг ирцэнд тооцно.",
Working Hours Threshold for Half Day,Хагас өдрийн ажлын цагийн босго,
Working hours below which Half Day is marked. (Zero to disable),Хагас өдрийг тэмдэглэсэн ажлын цаг. (Идэвхгүй болгохын тулд тэг),
Working Hours Threshold for Absent,Эзгүй хүмүүсийн ажлын цагийн босго,
Working hours below which Absent is marked. (Zero to disable),Эзгүй гэж тэмдэглэсэн ажлын цаг. (Идэвхгүй болгохын тулд тэг),
Process Attendance After,Дараа нь ирцийг боловсруулах,
Attendance will be marked automatically only after this date.,Зөвхөн энэ өдрөөс хойш ирцийг автоматаар тэмдэглэнэ.,
Last Sync of Checkin,Бүртгэлийн сүүлчийн синк,
Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,Ажилтны бүртгэлийн хамгийн сүүлд мэдэгдэж байгаа амжилттай синк. Хэрэв та бүх бүртгэлийг бүх байршлаас синк хийсэн гэдэгт итгэлтэй байгаа бол үүнийг дахин тохируулна уу. Хэрэв та эргэлзэж байвал үүнийг бүү өөрчил.,
Grace Period Settings For Auto Attendance,Автомат ирцэд зориулсан хөнгөлөлтийн хугацааны тохиргоо,
Enable Entry Grace Period,Нэвтрэх хөнгөлөлтийн хугацааг идэвхжүүлнэ үү,
Late Entry Grace Period,Хожуу нэвтрэх хөнгөлөлтийн хугацаа,
The time after the shift start time when check-in is considered as late (in minutes).,Бүртгэлийг хоцрогдсонд тооцдог ээлж эхлэхээс хойшхи цаг (минутаар).,
Enable Exit Grace Period,Гарах хөнгөлөлтийн хугацааг идэвхжүүлэх,
Early Exit Grace Period,Эрт гарах хөнгөлөлтийн хугацаа,
The time before the shift end time when check-out is considered as early (in minutes).,Шалгалт дуусахаас өмнөх цагийг (минутаар) эрт тооцно.,
Skill Name,Ур чадварын нэр,
Staffing Plan Detail,Боловсон хүчний төлөвлөгөөний дэлгэрэнгүй,
Total Estimated Budget,Нийт тооцоолсон төсөв,
Vacancies,Сул орон тоо,
Estimated Cost Per Position,Нэг албан тушаалд ногдох тооцоолсон зардал,
Total Estimated Cost,Нийт тооцоолсон зардал,
Current Count,Одоогийн тоо,
Current Openings,Одоогийн нээлтүүд,
Number Of Positions,Албан тушаалын тоо,
Taxable Salary Slab,Татвар ногдох цалингийн хавтан,
From Amount,Тоо хэмжээнээс,
To Amount,Хэмжээнд,
Percent Deduction,хувийн суутгал,
Training Program,Сургалтын хөтөлбөр,
Event Status,Үйл явдлын төлөв,
Has Certificate,Сертификаттай,
Seminar,Семинар,
Theory,Онол,
Workshop,Семинар,
Conference,Бага хурал,
Exam,Шалгалт,
Internet,Интернет,
Self-Study,Бие даан суралцах,
Advance,Урьдчилгаа,
Trainer Name,Дасгалжуулагчийн нэр,
Trainer Email,Дасгалжуулагчийн имэйл,
Attendees,Оролцогчид,
Employee Emails,Ажилчдын имэйл,
Training Event Employee,Сургалтын арга хэмжээний ажилтан,
Invited,Урьсан,
Feedback Submitted,Санал хүсэлт илгээсэн,
Training Result Employee,Сургалтын үр дүнгийн ажилтан,
Travel Itinerary,Аялалын маршрут,
Travel From,Аялал,
Travel To,Аялах,
Mode of Travel,Аяллын горим,
Flight,Нислэг,
Train,Галт тэрэг,
Taxi,Такси,
Rented Car,Түрээсийн машин,
Meal Preference,Хоолны давуу тал,
Vegetarian,Цагаан хоолтон,
Non-Vegetarian,Цагаан хоолтон биш,
Gluten Free,Цавуулаггүй,
Non Diary,Сүүний бус,
Travel Advance Required,Аялал жуулчлалын урьдчилгаа шаардлагатай,
Departure Datetime,Явах огноо,
Arrival Datetime,Ирэх огноо,
Lodging Required,Орон байр шаардлагатай,
Preferred Area for Lodging,Зочид буудаллахад тохиромжтой бүс,
Check-in Date,Бүртгүүлэх огноо,
Check-out Date,Гарах огноо,
Travel Request,Аялал жуулчлалын хүсэлт,
Travel Type,Аялал жуулчлалын төрөл,
Domestic,Дотоодын,
International,Олон улсын,
Travel Funding,Аялал жуулчлалын санхүүжилт,
Require Full Funding,Бүрэн санхүүжилт шаардах,
Fully Sponsored,Бүрэн ивээн тэтгэсэн,
"Partially Sponsored, Require Partial Funding","Хэсэгчилсэн ивээн тэтгэсэн, хэсэгчилсэн санхүүжилт шаардлагатай",
Copy of Invitation/Announcement,Урилга / Зарын хуулбар,
"Details of Sponsor (Name, Location)","Ивээн тэтгэгчийн дэлгэрэнгүй мэдээлэл (нэр, байршил)",
Identification Document Number,Иргэний үнэмлэхний дугаар,
Any other details,Бусад дэлгэрэнгүй мэдээлэл,
Costing Details,Зардлын дэлгэрэнгүй мэдээлэл,
Event Details,Үйл явдлын дэлгэрэнгүй мэдээлэл,
Name of Organizer,Зохион байгуулагчийн нэр,
Address of Organizer,Зохион байгуулагчийн хаяг,
Travel Request Costing,Аялал жуулчлалын хүсэлтийн зардал,
Expense Type,Зардлын төрөл,
Sponsored Amount,Ивээн тэтгэсэн дүн,
Funded Amount,Санхүүжүүлсэн дүн,
Upload Attendance,Ирцийг байршуулах,
Attendance From Date,Огнооноос ирц,
Attendance To Date,Өнөөдрийг хүртэл ирц,
Get Template,Загвар авах,
Import Attendance,Импортын ирц,
Upload HTML,HTML байршуулах,
HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-,
Odometer Reading,Одометрийн уншилт,
Current Odometer value ,Одоогийн Odometer утга,
Refuelling Details,Шатахуун цэнэглэх дэлгэрэнгүй мэдээлэл,
Invoice Ref,Нэхэмжлэхийн лавлагаа,
Service Details,Үйлчилгээний дэлгэрэнгүй мэдээлэл,
Vehicle Service,Тээврийн хэрэгслийн үйлчилгээ,
Service Item,Үйлчилгээний зүйл,
Brake Oil,Тоормосны тос,
Brake Pad,Тоормосны дэвсгэр,
Clutch Plate,Авцуулах хавтан,
Engine Oil,Хөдөлгүүрийн тос,
Oil Change,Газрын тосны өөрчлөлт,
Inspection,Хяналт шалгалт,
Mileage,Миль,
Salary Slip Loan,Цалингийн хуудасны зээл,
Loan Repayment Entry,Зээлийн эргэн төлөлтийн бүртгэл,
May,Тавдугаар сар,
June,Зургадугаар сар,
July,долдугаар сар,
Bank Remittance,Банкны мөнгөн гуйвуулга,
Daily Work Summary Replies,Өдөр тутмын ажлын хураангуй хариултууд,
Employee Advance Summary,Ажилчдын урьдчилгаа хураангуй,
Employees working on a holiday,Амралтын өдрөөр ажилладаг ажилчид,
Monthly Attendance Sheet,Сар бүрийн ирцийн хуудас,
Salary Register,Цалингийн бүртгэл,
Unpaid Expense Claim,Төлөгдөөгүй зардлын нэхэмжлэл,
Payment Account is mandatory,Төлбөрийн данс заавал байх ёстой,
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Шалгасан тохиолдолд орлогын албан татварыг тооцохоос өмнө ямар нэгэн мэдүүлэг, нотлох баримтгүйгээр татвар ногдох орлогоос бүрэн хэмжээгээр хасна.",
In Time,Цагтаа,
Out Time,Гарах цаг,
Is Recurring,Давтагдаж байна,
HRA Exemption,HRA чөлөөлөх,
Monthly House Rent,Сарын түрээс,
Rented in Metro City,Metro City-д түрээслүүлнэ,
HRA as per Salary Structure,Цалингийн бүтцийн дагуу HRA,
Annual HRA Exemption,Жил бүрийн HRA чөлөөлөлт,
Monthly HRA Exemption,Сар бүрийн HRA чөлөөлөлт,
House Rent Payment Amount,Байшингийн түрээсийн төлбөрийн хэмжээ,
Rented From Date,огнооноос хойш түрээсэлсэн,
Rented To Date,Өнөөдрийг хүртэл түрээсэлсэн,
Monthly Eligible Amount,Сарын зөвшөөрөгдсөн хэмжээ,
Total Eligible HRA Exemption,Нийт эрх бүхий HRA чөлөөлөлт,
Validating Employee Attendance...,Ажилчдын ирцийг баталгаажуулж байна...,
Submitting Salary Slips and creating Journal Entry...,"Цалингийн хуудас илгээж, журналын бичилт үүсгэж байна...",
Calculate Payroll Working Days Based On,Цалингийн ажлын өдрүүдийг үндэслэн тооцоол,
Consider Unmarked Attendance As,Тэмдэглэгдээгүй ирцийг гэж үзнэ үү,
Fraction of Daily Salary for Half Day,Хагас өдрийн цалингийн нэг хэсэг,
Component Type,Бүрэлдэхүүн хэсгийн төрөл,
Provident Fund,Провидент сан,
Additional Provident Fund,Нэмэлт тусламжийн сан,
Provident Fund Loan,Провидент сангийн зээл,
Professional Tax,Мэргэжлийн татвар,
Is Income Tax Component,Орлогын татварын бүрэлдэхүүн хэсэг юм,
Component properties and references ,Бүрэлдэхүүн хэсгүүдийн шинж чанарууд ба лавлагаа,
Additional Salary ,Нэмэлт цалин,
Unmarked days,Тэмдэглэгдээгүй өдрүүд,
Absent Days,Эзгүй өдрүүд,
Conditions and Formula variable and example,Нөхцөл ба томъёоны хувьсагч ба жишээ,
Income Tax Deductions,Орлогын албан татварын хөнгөлөлт,
Income Tax Component,Орлогын татварын бүрэлдэхүүн хэсэг,
Income Tax Amount,Орлогын татварын хэмжээ,
Unmarked Days,Тэмдэглэгдээгүй өдрүүд,
Jan,1-р сар,
Feb,Хоёрдугаар сар,
Mar,3-р сар,
Apr,4-р сар,
Aug,Наймдугаар сар,
Sep,9-р сар,
Oct,Аравдугаар сар,
Nov,11-р сар,
Dec,12-р сар,
Summarized View,Дүгнэж харах,
Professional Tax Deductions,Мэргэжлийн татварын хөнгөлөлт,
Provident Fund Deductions,Сангийн суутгал,
Recruitment Analytics,Ажилд авах аналитик,
Applicant name,Өргөдөл гаргагчийн нэр,
Job Offer status,Ажлын саналын статус,
On Date,Огноо,
Salary Payments Based On Payment Mode,Төлбөрийн горимд суурилсан цалингийн төлбөр,
Salary Payments via ECS,Цалингийн төлбөрийг ECS-ээр хийдэг,
Account No,Дансны дугаар,
IFSC,IFSC,
MICR,MICR,
PF Account,PF данс,
PF Amount,PF-ийн хэмжээ,
Additional PF,Нэмэлт PF,
PF Loan,PF зээл,
Duplicate Entry,Давхардсан оруулга,
Please select Employee first.,Эхлээд Ажилтнаа сонгоно уу.,
