I found these: ,Би эдгээрийг олсон:,
ID,ID,
ID (name) of the entity whose property is to be set,Өмчийг нь тогтоох аж ахуйн нэгжийн ID (нэр).,
Icon will appear on the button,Товчлуур дээр дүрс гарч ирнэ,
Identity Details,Баримт бичгийн дэлгэрэнгүй мэдээлэл,
Idx,Idx,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User,,
If Checked workflow status will not override status in list view,,
If Owner,,
If a Role does not have access at Level 0","Хэрэв ""Хэрэглэх хатуу хэрэглэгчийн зөвшөөрөл""-г сонгоод, хэрэглэгчийн зөвшөөрөл нь DocType-д тодорхойлогдсон бол,
Хэрэв шалгасан ажлын урсгалын төлөв нь жагсаалтын харагдах байдлыг хүчингүй болгохгүй бол,
Хэрэв эзэмшигч бол,
Хэрэв үүрэг 0-р түвшинд хандах эрхгүй бол",
"If checked,,
If checked","Хэрэв шалгасан бол,
Хэрэв шалгасан бол",
"If checked,,
If disabled","Хэрэв шалгасан бол,
Хэрэв тахир дутуу бол",
"If enabled,,
If enabled","Хэрэв идэвхжүүлсэн бол,
Хэрэв идэвхжүүлсэн бол",
"If enabled,,
If enabled","Хэрэв идэвхжүүлсэн бол,
Хэрэв идэвхжүүлсэн бол",
"If enabled,,
If enabled","Хэрэв идэвхжүүлсэн бол,
Хэрэв идэвхжүүлсэн бол",
"If enabled,,
If enabled","Хэрэв идэвхжүүлсэн бол,
Хэрэв идэвхжүүлсэн бол",
If non standard port (e.g. 587),Хэрэв стандарт бус порт бол (жишээ нь 587),
"If non standard port (e.g. 587). If on Google Cloud,,
If not set","Хэрэв стандарт бус порт бол (жишээ нь 587). Хэрэв Google Cloud дээр байгаа бол,
Хэрэв тохируулаагүй бол",
If the condition is satisfied user will be rewarded with the points. eg. doc.status == 'Closed'\\n,Хэрэв нөхцөл хангагдсан бол хэрэглэгч оноогоор шагнагдах болно. жишээ нь. doc.status == 'Хаалттай'\\n,
"If the user has any role checked,,
If these instructions where not helpful","Хэрэв хэрэглэгч ямар нэгэн үүрэг хариуцлага хүлээсэн бол,
Хэрэв эдгээр заавар нь тус болохгүй бол",
"If this is checked,,
If user is the owner,,
If you are updating","Хэрэв үүнийг шалгавал,
Хэрэв хэрэглэгч эзэмшигч бол,
Хэрэв та шинэчилж байгаа бол",
If you are updating/overwriting already created records.,Хэрэв та аль хэдийн үүсгэсэн бичлэгүүдийг шинэчилж/дарж бичиж байгаа бол.,
"If you are uploading new records,,
If you are uploading new records","Хэрэв та шинэ бичлэг байршуулж байгаа бол,
Хэрэв та шинэ бичлэг байршуулж байгаа бол",
If you don't want to create any new records while updating the older records.,Хэрэв та хуучин бичлэгүүдийг шинэчлэх явцад шинэ бичлэг үүсгэхийг хүсэхгүй байгаа бол.,
"If you set this,,
If you think this is unauthorized","Хэрэв та үүнийг тохируулсан бол,
Хэрэв та үүнийг зөвшөөрөлгүй гэж бодож байвал",
"If your data is in HTML,,
Ignore User Permissions,,
Ignore XSS Filter,,
Ignore attachments over this size,,
Ignore encoding errors,,
Ignored: {0} to {1},,
Illegal Access Token. Please try again,,
Illegal Document Status for {0},,
Image Field,,
Image Link,,
Image field must be a valid fieldname,,
Image field must be of type Attach Image,,
Images,,
Implicit,,
Import,,
Import Email From,,
Import Status,,
Import Subscribers,,
Import Zip,,
In Filter,,
In Global Search,,
In Grid View,,
In Hours,,
In List View,,
In Preview,,
In Reply To,,
In Standard Filter,,
In Valid Request,,
In points. Default is 9.,,
In seconds,,
Include Search in Top Bar,,
Include symbols","Хэрэв таны өгөгдөл HTML дээр байгаа бол,
Хэрэглэгчийн зөвшөөрлийг үл тоомсорлох,,
XSS шүүлтүүрийг үл тоомсорлох,,
Энэ хэмжээтэй хавсралтыг үл тоомсорлох,
Кодлох алдааг үл тоомсорлох,
Үл тоосон: {0}-с {1},,
Хууль бус хандалтын токен. Дахин оролдоно уу,,
{0}-н хууль бус баримт бичгийн төлөв,,
Зургийн талбар,,
Зургийн холбоос,,
Зургийн талбар хүчинтэй талбарын нэр байх ёстой,,
Зургийн талбар зураг хавсаргах төрлийн байх ёстой,
Зураг,,
далд,,
Импорт,,
Имэйл импортлох,,
Импортын статус,,
Импортын захиалагч,,
Zip импортлох,,
Шүүлтүүрт,,
Глобал хайлтанд,,
Торон харагдац,,
Цагийн дотор,,
Жагсаалт харах,,
Урьдчилсан байдлаар,,
Хариуд нь,,
Стандарт шүүлтүүрт,,
Хүчин төгөлдөр хүсэлтэд,
Оноогоор. Өгөгдмөл нь 9.,,
Секундэд,,
Дээд талбарт хайлтыг оруулах,,
Тэмдэгтүүдийг оруулах",
Incoming email account not correct,Ирж буй имэйл хаяг буруу байна,
Incomplete login details,Нэвтрэх дэлгэрэнгүй мэдээлэл дутуу байна,
Incorrect User or Password,Хэрэглэгч эсвэл нууц үг буруу,
Incorrect Verification code,Баталгаажуулах код буруу байна,
Incorrect value in row {0}: {1} must be {2} {3},{0} мөр дэх буруу утга: {1} нь {2} {3} байх ёстой,
Incorrect value: {0} must be {1} {2},Буруу утга: {0} нь {1} {2} байх ёстой,
Index,Индекс,
Indicator,Үзүүлэлт,
Info,Мэдээлэл,
Info:,Мэдээлэл:,
Initial Sync Count,Анхны синхрончлолын тоо,
InnoDB,InnoDB,
Insert Above,Дээр оруулах,
Insert After,Дараа нь оруулах,
Insert After cannot be set as {0},Дараа нь оруулахыг {0} гэж тохируулах боломжгүй,
"Insert After field '{0}' mentioned in Custom Field '{1}',,
Insert Below,,
Insert Column Before {0},,
Insert Style,,
Insert new records,,
Instructions Emailed,,
Insufficient Permission for {0},,
Int,,
Integration Request,,
Integration Request Service,,
Integration Type,,
Integrations,,
Integrations can use this field to set email delivery status,,
Internal Server Error,,
Internal record of document shares,,
Introduce your company to the website visitor.,,
Introductory information for the Contact Us Page,,
Invalid,,
Invalid """"depends_on"""" expression""","'{1}' Тусгай талбарт дурдсан '{0}' талбарыг дараа нь оруулах,,
Доор оруулах,,
{0}-н өмнө багана оруулах,,
Загвар оруулах,,
Шинэ бичлэг оруулах,,
Зааврыг имэйлээр илгээсэн,,
{0}-д зөвшөөрөл хангалтгүй,,
Int,,
Интеграцийн хүсэлт,,
Интеграцийн хүсэлтийн үйлчилгээ,,
Интеграцийн төрөл,,
Интеграци,,
Интеграци нь энэ талбарыг ашиглан имэйл хүргэх төлөвийг тохируулах боломжтой.
Дотоод серверийн алдаа,,
Баримт бичгийн хувьцааны дотоод бүртгэл,,
Вэб сайтын зочдод компаниа танилцуулна уу.,,
Бидэнтэй холбогдох хуудасны танилцуулга,,
Хүчингүй,,
Буруу """"хамаарна"""" илэрхийлэл""",
Invalid Access Key ID or Secret Access Key.,Хүчингүй хандалтын түлхүүрийн ID эсвэл нууц хандалтын түлхүүр.,
Invalid CSV Format,CSV формат буруу,
Invalid Home Page,Хүчингүй нүүр хуудас,
Invalid Link,Буруу холбоос,
Invalid Login Token,Буруу нэвтрэх токен,
Invalid Login. Try again.,Буруу нэвтрэх. Дахин оролд.,
Invalid Mail Server. Please rectify and try again.,Буруу мэйл сервер. Засаад дахин оролдоно уу.,
Invalid Outgoing Mail Server or Port,Гарч буй шуудангийн сервер эсвэл порт буруу байна,
Invalid Output Format,Буруу гаралтын формат,
Invalid Password,Нууц үг буруу байна,
Invalid Password:,Нууц үг буруу байна:,
Invalid Request,Хүчингүй хүсэлт,
Invalid Search Field {0},Буруу хайлтын талбар {0},
Invalid Subscription,Буруу захиалга,
Invalid Token,Буруу Token,
Invalid User Name or Support Password. Please rectify and try again.,Хэрэглэгчийн нэр эсвэл дэмжлэгийн нууц үг буруу байна. Засаад дахин оролдоно уу.,
Invalid column,Буруу багана,
Invalid field name {0},Талбайн нэр буруу {0},
Invalid fieldname '{0}' in autoname,Автомат нэр дэх '{0}' талбарын нэр буруу байна,
Invalid file path: {0},Буруу файлын зам: {0},
Invalid login or password,Буруу нэвтрэх эсвэл нууц үг,
Invalid module path,Модулийн зам буруу байна,
Invalid naming series (. missing),Буруу нэрлэх цуврал (. дутуу),
Invalid payment gateway credentials,Төлбөрийн гарцын итгэмжлэл буруу байна,
Invalid recipient address,Хүлээн авагчийн хаяг буруу байна,
Invalid {0} condition,Буруу {0} нөхцөл,
Inverse,Урвуу,
Is,байна,
Is Attachments Folder,Хавсралт хавтас юм,
Is Child Table,Хүүхдийн ширээ,
Is Custom Field,Тусгай талбар юм,
Is First Startup,Анхны гарааны ажил,
Is Folder,Хавтас юм,
Is Global,Глобал байна,
Is Globally Pinned,Дэлхий даяар бэхлэгдсэн байна,
Is Home Folder,Гэрийн хавтас юм,
Is Mandatory Field,Заавал оруулах талбар,
Is Pinned,Хаалттай байна,
Is Primary Contact,Анхдагч холбоо барих хүн,
Is Private,Хувийн,
Is Published Field,Нийтэлсэн талбар,
Is Published Field must be a valid fieldname,Нийтэлсэн талбар нь хүчинтэй талбарын нэр байх ёстой,
Is Single,Ганц бие,
Is Spam,Спам байна,
Is Standard,Стандарт байна,
Is Submittable,Илгээх боломжтой,
Is Table,Хүснэгт юм,
Is Your Company Address,Таны компанийн хаяг,
It is risky to delete this file: {0}. Please contact your System Manager.,Энэ файлыг устгах нь эрсдэлтэй: {0}. Системийн менежертэйгээ холбогдоно уу.,
Item cannot be added to its own descendants,Тухайн зүйлийг өөрийн удамд нэмэх боломжгүй,
JS,JS,
JSON,JSON,
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript формат: frappe.query_reports['REPORTNAME'] = {},
Javascript to append to the head section of the page.,Хуудасны толгой хэсэгт хавсаргах Javascript.,
Jinja,Жинжа,
John Doe,Жон Доу,
Kanban,тэмдэг самбар,
Kanban Board Column,Канбан самбарын багана,
Kanban Board Name,Канбан Удирдах зөвлөлийн нэр,
Karma,Үйлийн үр,
Keep track of all update feeds,Бүх шинэчлэлтийг хянаж байгаарай,
Keeps track of all communications,Бүх харилцаа холбоог хянаж байдаг,
Key,Түлхүүр,
Knowledge Base,Суурь мэдлэг,
Knowledge Base Contributor,Мэдлэгийн сангийн хувь нэмэр оруулагч,
Knowledge Base Editor,Мэдлэгийн сангийн редактор,
LDAP Email Field,LDAP имэйлийн талбар,
LDAP First Name Field,LDAP нэрийн талбар,
LDAP Not Installed,LDAP суулгаагүй байна,
LDAP Search String,LDAP хайлтын мөр,
"LDAP Search String needs to end with a placeholder,,
LDAP Security,,
LDAP Server Url,,
LDAP Username Field,,
LDAP is not enabled.,,
Label Help,,
Label and Type,,
Label is mandatory,,
Landing Page,,
Language,,
Language Code,,
Language","LDAP хайлтын мөр нь орлуулагчаар төгсөх шаардлагатай,,
LDAP аюулгүй байдал,
LDAP серверийн URL,,
LDAP хэрэглэгчийн нэрийн талбар,,
LDAP идэвхжээгүй байна.,,
Шошгоны тусламж,,
Шошго ба төрөл,,
Шошго заавал байх ёстой,,
Буух хуудас,,
Хэл,,
Хэлний код,,
Хэл",
Last Active,Сүүлийн идэвхтэй,
Last IP,Сүүлийн IP,
Last Known Versions,Хамгийн сүүлд мэдэгдэж буй хувилбарууд,
Last Login,Сүүлийн нэвтрэлт,
Last Message,Сүүлийн зурвас,
Last Modified By,Хамгийн сүүлд өөрчилсөн,
Last Modified Date,Хамгийн сүүлд өөрчилсөн огноо,
Last Modified On,Хамгийн сүүлд өөрчилсөн,
Last Month,Өнгөрсөн сар,
Last Point Allocation Date,Сүүлийн оноо олгох огноо,
Last Quarter,Өнгөрсөн улирал,
Last Synced On,Сүүлд синк хийгдсэн,
Last Updated By,Хамгийн сүүлд шинэчилсэн,
Last Updated On,Сүүлд шинэчлэгдсэн,
Last User,Сүүлийн хэрэглэгч,
Last Week,Өнгөрсөн долоо хоногт,
Last Year,Өнгөрсөн жил,
Last synced {0},Сүүлд синк хийсэн {0},
Leave a Comment,Сэтгэгдэл үлдээх,
Leave blank to repeat always,Үргэлж давтахын тулд хоосон орхи,
Leave this conversation,Энэ яриаг орхи,
Left this conversation,Энэ яриаг орхисон,
Length,Урт,
Length of {0} should be between 1 and 1000,{0}-н урт нь 1-ээс 1000 хооронд байх ёстой,
Let's avoid repeated words and characters,"Дахин давтагдах үг, дүрээс зайлсхийцгээе",
Let's prepare the system for first use.,Системийг эхний хэрэглээнд бэлдье.,
Letter,Захидал,
Letter Head Based On,Үндэслэсэн захидал,
Letter Head Image,Үсгийн толгойн зураг,
Letter Head Name,Үсгийн толгойн нэр,
Letter Head in HTML,HTML дээрх үсгийн толгой,
Level Name,Түвшингийн нэр,
Liked,Таалагдсан,
Liked By,Таалагдсан,
Liked by {0},{0}-д таалагдсан,
Likes,Таалагдсан,
Limit Number of DB Backups,DB нөөцлөлтийн хязгаарын тоо,
Line,Шугам,
Link DocType,DocType холбоос,
Link Expired,Холбоосын хугацаа дууссан,
Link Name,Холбоосын нэр,
Link Title,Холбоосын гарчиг,
"Link that is the website home page. Standard Links (index,,
Link to the page you want to open. Leave blank if you want to make it a group parent.,,
Linked,,
Linked With,,
Linked with {0},,
Links,,
List,,
List Filter,,
List View Setting,,
List a document type,,
List as [{""""label"""": _(""""Jobs"""")","Энэ нь вэбсайтын нүүр хуудас болох холбоос юм. Стандарт холбоосууд (индекс,,
Нээхийг хүссэн хуудасныхаа холбоос. Хэрэв та үүнийг бүлгийн эцэг эх болгохыг хүсвэл хоосон орхино уу.,,
Холбоотой,,
-тай холбоотой,,
{0}-тай холбогдсон,,
Холбоос,,
Жагсаалт,,
Жагсаалтын шүүлтүүр,,
Жагсаалт харах тохиргоо,,
Баримт бичгийн төрлийг жагсаах,
Жагсаалт [{""""шошго"""": _(""""Ажил"""")",
List of backups available for download,Татаж авах боломжтой нөөцлөлтүүдийн жагсаалт,
List of patches executed,Гүйцэтгэсэн засваруудын жагсаалт,
List of themes for Website.,Вэбсайтад зориулсан сэдвүүдийн жагсаалт.,
Load Balancing,Ачааллыг тэнцвэржүүлэх,
Loading,Ачааж байна,
Local DocType,Local DocType,
Local Fieldname,Орон нутгийн талбайн нэр,
Local Primary Key,Орон нутгийн үндсэн түлхүүр,
Locals,Нутгийнхан,
Log Details,Бүртгэлийн дэлгэрэнгүй мэдээлэл,
Log of Scheduler Errors,Хуваарийн алдааны бүртгэл,
Log of error during requests.,Хүсэлтийн үеийн алдааны бүртгэл.,
Log of error on automated events (scheduler).,Автоматжуулсан үйл явдлын алдааны бүртгэл (хуваарьлагч).,
Logged Out,Гарсан,
Logged in as Guest or Administrator,Зочин эсвэл администратороор нэвтэрсэн,
Login,Нэвтрэх,
Login After,Дараа нь нэвтэрнэ үү,
Login Before,Өмнө нэвтэрнэ үү,
Login Id is required,Нэвтрэх ID шаардлагатай,
Login Required,Нэвтрэх шаардлагатай,
Login Verification Code from {},{}-с нэвтрэх баталгаажуулах код,
Login and view in Browser,Нэвтрэх ба Browser дээр үзэх,
Login not allowed at this time,Одоогоор нэвтрэх эрхгүй,
"Login session expired,,
Login to comment,,
Login token required,,
Login with LDAP,,
Logout,,
Long Text,,
Looks like something is wrong with this site's Paypal configuration.,,
Looks like something is wrong with this site's payment gateway configuration. No payment has been made.,,
Looks like something went wrong during the transaction. Since we haven't confirmed the payment","Нэвтрэх хугацаа дууссан,,
Сэтгэгдэл бичихийн тулд нэвтэрнэ үү,,
Нэвтрэх токен шаардлагатай,,
LDAP-ээр нэвтрэх,,
Гарах,,
Урт текст,,
Энэ сайтын Paypal тохиргоонд ямар нэг зүйл буруу байх шиг байна.,,
Энэ сайтын төлбөрийн гарцын тохиргоонд алдаа гарсан бололтой. Төлбөр хийгээгүй.,,
Гүйлгээний явцад ямар нэг зүйл буруу болсон бололтой. Учир нь бид төлбөрөө баталгаажуулаагүй байна",
Madam,Хатагтай,
Main Section,Үндсэн хэсэг,
"Make ""name"" searchable in Global Search","Глобал хайлт дээр ""нэр""-ийг хайх боломжтой болго",
Make use of longer keyboard patterns,Илүү урт гарын хээг ашигла,
Manage Third Party Apps,Гуравдагч талын програмуудыг удирдах,
Mandatory Information missing:,Заавал мэдээлэл дутуу байна:,
Mandatory field: set role for,Заавал оруулах талбар: үүргийг тохируулах,
Mandatory field: {0},Заавал оруулах талбар: {0},
"Mandatory fields required in table {0},,
Mandatory fields required in {0},,
Mandatory:,,
Mapping Name,,
Mappings,,
Mark as Read,,
Mark as Spam,,
Mark as Unread,,
Markdown,,
Markdown Editor,,
Marked As Spam,,
Max 500 records at a time,,
Max Attachment Size (in MB),,
Max Attachments,,
Max Length,,
Max Value,,
Max width for type Currency is 100px in row {0},,
Maximum Attachment Limit for this record reached.,,
Maximum {0} rows allowed,,
Meaning of Submit","Хүснэгт {0}-д заавал оруулах шаардлагатай талбарууд,,
{0}-д заавал оруулах шаардлагатай талбарууд,,
Заавал:,,
Газрын зургийн нэр,,
Зураглал,,
Уншсан гэж тэмдэглэх,,
Спам гэж тэмдэглэх,,
Уншаагүй гэж тэмдэглэх,,
Markdown,,
Markdown редактор,,
Спам гэж тэмдэглэсэн,,
Нэг удаад хамгийн ихдээ 500 бичлэг,,
Хавсралтын хамгийн их хэмжээ (МБ),
Хамгийн их хавсралт,,
Хамгийн их урт,,
Хамгийн их утга,,
Валютын төрлийн хамгийн өргөн нь {0} мөрөнд 100px,,
Энэ бичлэгийн хавсралтын дээд хязгаарт хүрсэн.,,
Хамгийн их зөвшөөрөгдөх {0} мөр,,
Илгээх үгийн утга",
Mention transaction completion page URL,Гүйлгээг дуусгах хуудасны URL-г дурдах,
Mentions,Дурдсан,
Menu,Цэс,
Merchant ID,Худалдааны ID,
Merge with existing,Одоо байгаатай нэгтгэх,
Merging is only possible between Group-to-Group or Leaf Node-to-Leaf Node,Нэгтгэх нь зөвхөн бүлгээс бүлэгт эсвэл навчны зангилаанаас навчны зангилааны хооронд боломжтой,
Message Count,Мессежийн тоо,
Message ID,Зурвасын ID,
Message Parameter,Мессежийн параметр,
Message Preview,Мессежийг урьдчилан харах,
Message clipped,Мессежийг таслав,
Message not setup,Мессежийг тохируулаагүй байна,
Message to be displayed on successful completion (only for Guest users),Амжилттай дууссаны дараа харуулах мессеж (зөвхөн Зочин хэрэглэгчдэд зориулагдсан),
Message-id,Мессеж-id,
Meta Tags,Мета шошго,
Migration ID Field,Шилжилтийн ID талбар,
Milestone,Чухал үе,
Milestone Tracker,Чухал үеийг мөрдөгч,
Minimum Password Score,Нууц үгийн хамгийн бага оноо,
Miss,Хатагтай,
Missing Fields,Алга болсон талбарууд,
Missing parameter Kanban Board Name,Дутуу параметр Канбаны зөвлөлийн нэр,
Missing parameters for login,Нэвтрэх параметрүүд дутуу байна,
Models (building blocks) of the Application,Хэрэглээний загварууд (барилгын блокууд).,
Modified By,Өөрчлөгдсөн,
Module,Модуль,
Module Def,Модулийн тодорхойлолт,
Module Name,Модулийн нэр,
Module Not Found,Модуль олдсонгүй,
Module Path,Модулийн зам,
Module to Export,Экспортлох модуль,
Modules HTML,HTML модулиуд,
Monospace,MPV,
More articles on {0},{0} дээрх бусад нийтлэлүүд,
More content for the bottom of the page.,Хуудасны доод хэсэгт илүү их контент.,
Most Used,Хамгийн их ашигласан,
Move To,Нүүх,
Move To Trash,Хогийн сав руу зөөх,
Move to Row Number,Мөрийн дугаар руу шилжих,
Mr,ноён,
Mrs,Хадагтай,
Ms,Хатагтай,
Multiple root nodes not allowed.,Олон үндэс зангилаа зөвшөөрөгдөөгүй.,
Multiplier Field,Үржүүлэгч талбар,
"Must be of type ""Attach Image""","""Зураг хавсаргах"" төрлийн байх ёстой",
Must have report permission to access this report.,Энэ тайланд хандахын тулд тайлангийн зөвшөөрөлтэй байх ёстой.,
Must specify a Query to run,Ажиллуулах хүсэлтийг зааж өгөх ёстой,
Mute Sounds,Дууг хаах,
MyISAM,MyISAM,
Name Case,Нэрийн хэрэг,
Name cannot contain special characters like {0},Нэр нь {0} гэх мэт тусгай тэмдэгт агуулж болохгүй,
Name not set via prompt,Нэрийг сануулгаар тохируулаагүй,
Name of the Document Type (DocType) you want this field to be linked to. e.g. Customer,Энэ талбарт холбогдохыг хүсэж буй баримт бичгийн төрлийн нэр (DocType). жишээ нь Хэрэглэгч,
Name of the new Print Format,Шинэ хэвлэх форматын нэр,
Name of {0} cannot be {1},{0}-н нэр {1} байж болохгүй,
Names and surnames by themselves are easy to guess.,"Нэр, овог нь дангаараа таахад хялбар байдаг.",
Naming,Бид,
"Naming Options:\\n<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>\\n<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames,,
Naming Series mandatory,,
Nested set error. Please contact the Administrator.,,
New Activity,,
New Chat,,
New Comment on {0}: {1},,
New Connection,,
New Custom Print Format,,
New Email,,
New Email Account,,
New Event,,
New Folder,,
New Kanban Board,,
New Message from Website Contact Page,,
New Name,,
New Newsletter,,
New Password,,
New Password Required.,,
New Print Format Name,,
New Report name,,
New Value,,
New data will be inserted.,,
New updates are available,,
New value to be set,,
New {0},,
New {} releases for the following apps are available,,
Newsletter Email Group,,
Newsletter Manager,,
Newsletter has already been sent,,
Newsletters to contacts","Нэрийн сонголтууд:\\n<ol><li><b>талбар:[талбайн нэр]</b> - Талбараар</li><li><b>нэрлэх_цуврал:</b> - Цувралыг нэрлэх (нэрлэх_цуврал гэж нэрлэдэг талбар) байх ёстой</li><li><b>Сануулга</b> - Хэрэглэгчээс нэр өгөхийг хүсэх</li><li><b>[цуврал]</b> - Цуврал угтвар (цэгээр тусгаарлагдсан) ); жишээ нь PRE.#####</li>\\n<li><b>формат:ЖИШЭЭ-{MM}илүү үг{талбарын нэр1}-{талбайн нэр2}-{#####}</b> - Хаалттай бүх үгийг солих (талбайн нэр,,
Нэрийн цуврал заавал байх ёстой,,
Оруулсан багцын алдаа. Админтай холбогдоно уу.,,
Шинэ үйл ажиллагаа,,
Шинэ чат,,
{0} дээрх шинэ сэтгэгдэл: {1},,
Шинэ холболт,,
Шинэ захиалгат хэвлэх формат,,
Шинэ И-мэйл,,
Шинэ имэйл бүртгэл,,
Шинэ арга хэмжээ,,
Шинэ хавтас,,
Шинэ Канбаны зөвлөл,,
Вэб сайтын холбоо барих хуудасны шинэ мессеж,,
Шинэ нэр,,
Шинэ мэдээллийн товхимол,,
Шинэ нууц үг,,
Шинэ нууц үг шаардлагатай.,,
Шинэ хэвлэх форматын нэр,,
Шинэ тайлангийн нэр,,
Шинэ үнэ цэнэ,,
Шинэ өгөгдөл оруулах болно.,,
Шинэ шинэчлэлтүүд бэлэн байна,,
Шинэ утгыг тохируулах,,
Шинэ {0},,
Дараах програмуудын шинэ {} хувилбарууд бэлэн байна,,
Мэдээллийн мэйл групп,,
Мэдээллийн менежер,
Мэдээллийн товхимол аль хэдийн илгээгдсэн,,
Харилцагчдад зориулсан мэдээллийн товхимол",
Next Action Email Template,Дараагийн үйлдлийн имэйлийн загвар,
Next Actions HTML,Дараагийн үйлдэл HTML,
Next Schedule Date,Дараагийн хуваарийн огноо,
Next Scheduled Date,Дараагийн төлөвлөсөн огноо,
Next State,Дараагийн муж,
Next Sync Token,Дараагийн Sync Token,
Next actions,Дараагийн үйлдлүүд,
No Active Sessions,Идэвхтэй сесс байхгүй,
No Copy,Хуулбаргүй,
No Email Account,Имэйл бүртгэл байхгүй,
No Email Accounts Assigned,Ямар ч имэйл хаяг өгөгдөөгүй,
No Emails,Имэйл байхгүй,
No Label,Шошго байхгүй,
No Permissions Specified,Зөвшөөрөл заагаагүй,
No Permissions set for this criteria.,Энэ шалгуурт зөвшөөрөл өгөөгүй.,
No Preview,Урьдчилан үзэх боломжгүй,
No Preview Available,Урьдчилан үзэх боломжгүй,
No Printer is Available.,Принтер байхгүй байна.,
No Results,Үр дүнгүй,
No Tags,Шошго байхгүй,
No alerts for today,Өнөөдөр ямар ч анхааруулга байхгүй,
No comments yet,Одоогоор сэтгэгдэл алга,
No comments yet. Start a new discussion.,Одоогоор сэтгэгдэл алга. Шинэ хэлэлцүүлэг эхлүүл.,
No data found in the file. Please reattach the new file with data.,Файлд өгөгдөл олдсонгүй. Шинэ файлыг өгөгдөлтэй дахин хавсаргана уу.,
No document found for given filters,Өгөгдсөн шүүлтүүрийн баримт бичиг олдсонгүй,
"No fields found that can be used as a Kanban Column. Use the Customize Form to add a Custom Field of type ""Select"".","Канбан багана болгон ашиглаж болох талбар олдсонгүй. Тохируулах маягтыг ашиглан ""Сонгох"" төрлийн тусгай талбар нэмнэ үү.",
No file attached,Хавсаргасан файл байхгүй,
No further records,Өөр бичлэг байхгүй,
No matching records. Search something new,Тохирох бичлэг алга. Шинэ зүйл хайх,
"No need for symbols,,
No of Columns,,
No of Rows (Max 500),,
No of emails remaining to be synced,,
No permission for {0},,
No permission to '{0}' {1},,
No permission to read {0},,
No permission to {0} {1} {2},,
No records deleted,,
No records present in {0},,
No records tagged.,,
No template found at path: {0},,
No {0} found,,
No {0} mail,,
No {0} permission,,
None: End of Workflow,,
Not Allowed: Disabled User,,
Not Ancestors Of,,
Not Descendants Of,,
Not Equals,,
Not In,,
Not Linked to any record,,
Not Published,,
Not Saved,,
Not Seen,,
Not Sent,,
Not Set,,
Not a valid Comma Separated Value (CSV File),,
Not a valid User Image.,,
Not a valid Workflow Action,,
Not a valid user,,
Not a zip file,,
Not allowed for {0}: {1},,
You are not allowed to access {0} because it is linked to {1} '{2}' in row {3}","Тэмдэглэгээ хэрэггүй,,
Баганын тоо,,
Мөрний тоо (Хамгийн ихдээ 500),
Синк хийх имэйл үлдсэнгүй,
{0}-д зөвшөөрөл байхгүй,,
'{0}' {1}-д зөвшөөрөл байхгүй,,
{0},, унших зөвшөөрөл байхгүй
{0} {1} {2}-д зөвшөөрөл байхгүй,,
Устгасан бичлэг байхгүй,,
{0}-д бичлэг байхгүй,,
Ямар ч бичлэг тэмдэглэгээгүй.,,
Зам дээр загвар олдсонгүй: {0},,
{0} олдсонгүй,,
{0} имэйл байхгүй,,
{0} зөвшөөрөл байхгүй,,
Байхгүй: Ажлын урсгалын төгсгөл,,
Зөвшөөрөгдөөгүй: Хөгжлийн бэрхшээлтэй хэрэглэгч,,
Өвөг дээдэс биш,,
Үр удам биш,,
Тэнцүү биш,,
Байхгүй байна,,
Ямар ч бичлэгтэй холбоогүй,
Нийтлэгдээгүй,,
Хадгалаагүй,,
Хараагүй,,
Илгээгээгүй,,
Тохируулаагүй,,
Таслалаар тусгаарласан утга буруу (CSV файл),,
Хэрэглэгчийн зураг буруу байна.,,
Хүчинтэй ажлын урсгалын үйлдэл биш,,
Зөв хэрэглэгч биш,,
Зип файл биш,
{0}-д зөвшөөрөгдөөгүй: {1},,
Та {0}-д хандах эрхгүй, учир нь энэ нь {3} эгнээний {1} '{2}'-тэй холбогдсон байна",
You are not allowed to access this {0} record because it is linked to {1} '{2}' in field {3},Энэ {0} бичлэг {3} талбарт {1} '{2}'-тэй холбогдсон тул танд хандах эрхгүй,
Not allowed to Import,Импорт хийхийг хориглоно,
Not allowed to change {0} after submission,Илгээсний дараа {0}-г өөрчлөхийг зөвшөөрөхгүй,
Not allowed to print cancelled documents,Цуцлагдсан баримт бичгийг хэвлэхийг хориглоно,
Not allowed to print draft documents,Баримт бичгийн төслийг хэвлэхийг хориглоно,
Not enough permission to see links,Холбоосыг үзэх зөвшөөрөл хангалтгүй байна,
Not in Developer Mode,Хөгжүүлэгчийн горимд байхгүй,
Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,Хөгжүүлэгчийн горимд байхгүй! site_config.json-д тохируулна уу эсвэл 'Custom' DocType хийнэ үү.,
Not in Developer Mode,Хөгжүүлэгчийн горимд байхгүй,
